12.7,47.0,19.0,0.0,100663.23,22.3,0,8,
13.1,47.0,19.0,0.0,100663.23,22.3,0,9,
13.5,47.0,19.0,0.0,100659.12,22.6,0,79,
14.0,47.0,19.0,0.0,100661.6,22.63,0,113,
14.4,47.0,19.0,0.0,100661.35,22.67,0,3,
14.8,47.0,19.0,0.0,100661.35,22.67,0,19,
15.3,47.0,19.0,0.0,100663.7,22.65,0,130,
15.7,47.0,19.0,0.0,100660.33,22.68,0,3,
16.2,47.0,19.0,0.0,100660.23,22.7,0,202,
16.6,47.0,19.0,0.0,100664.21,22.7,0,196,
17.1,47.0,19.0,0.0,100664.21,22.7,0,134,
17.5,47.0,19.0,0.0,100664.39,22.70,0,2,
17.9,47.0,19.0,0.0,100662.71,22.70,0,128,
18.4,47.0,19.0,0.0,100662.25,22.71,0,0,
18.8,47.0,19.0,0.0,100662.25,22.71,0,16,
19.2,47.0,19.0,0.0,100664.57,22.71,0,119,
19.7,47.0,19.0,0.0,100666.7,22.72,0,133,
20.1,47.0,19.0,0.0,100662.62,22.71,0,118,
20.6,47.0,19.0,0.0,100662.62,22.71,0,113,
21.0,47.0,19.0,0.0,100659.32,22.72,0,76,
21.5,47.0,19.0,0.0,100664.9,22.73,0,128,
21.9,47.0,19.0,0.0,100662.53,22.73,0,18,
22.4,47.0,19.0,0.0,100663.34,22.73,0,120,
22.8,47.0,19.0,0.0,100663.34,22.73,0,116,
23.3,47.0,19.0,0.0,100659.76,22.73,0,1,
23.7,47.0,19.0,0.0,100661.28,22.75,0,120,
24.1,47.0,19.0,0.0,100657.0,22.75,0,200,
24.6,47.0,19.0,0.0,100657.0,22.75,0,211,
25.0,47.0,19.0,0.0,100659.32,22.76,0,201,
25.5,47.0,19.0,0.0,100656.84,22.75,0,126,
25.9,47.0,19.0,0.0,100658.65,22.76,0,128,
26.4,47.0,19.0,0.0,100660.6,22.77,0,6,
26.8,47.0,19.0,0.0,100660.6,22.77,0,14,
27.2,47.0,19.0,0.0,100659.51,22.77,0,112,
27.7,47.0,19.0,0.0,100660.71,22.77,0,0,
28.1,47.0,19.0,0.0,100667.5,22.77,0,119,
28.6,47.0,19.0,0.0,100667.5,22.77,0,112,
29.0,47.0,19.0,0.0,100667.0,22.78,0,129,
29.4,47.0,19.0,0.0,100665.26,22.77,0,6,
29.9,47.0,19.0,0.0,100660.93,22.78,0,128,
30.3,47.0,19.0,0.0,100660.93,22.78,0,117,
30.8,47.0,19.0,0.0,100661.75,22.79,0,113,
31.2,47.0,19.0,0.0,100659.7,22.79,0,75,
31.6,47.0,19.0,0.0,100657.74,22.79,0,3,
32.1,47.0,19.0,0.0,100658.6,22.7,0,86,
32.5,47.0,19.0,0.0,100658.6,22.7,0,78,
33.0,47.0,19.0,0.0,100655.2,22.7,0,112,
33.4,47.0,19.0,0.0,100662.18,22.7,0,199,
33.8,47.0,19.0,0.0,100657.7,22.7,0,6,
34.3,47.0,19.0,0.0,100657.7,22.7,0,18,
199095,47.10,1024690967161.45,22.80,0,
36.9,47.0,19.0,0.0,100655.87,22.81,0,3,
37.3,47.0,19.0,0.0,100661.56,22.81,0,18,
38.6,47.0,19.0,0.0,100661.34,22.82,0,114,
39.1,47.0,19.0,0.0,100657.28,22.82,0,16,
39.5,47.0,19.0,0.0,100656.74,22.82,0,8,
40.0,47.0,19.0,0.0,100656.74,22.82,0,84,
40.4,47.0,19.0,0.0,100661.84,22.84,0,0,
40.8,47.0,19.0,0.0,100660.64,22.84,0,7,
41.3,47.0,19.0,0.0,100661.64,22.86,0,8,
41.7,47.0,19.0,0.0,100661.64,22.86,0,16,
42.2,47.0,19.0,0.0,100661.95,22.85,0,7,
42.6,47.0,19.0,0.0,100659.3,22.85,0,18,
43.5,47.0,19.0,0.0,100660.45,22.86,0,119,
43.9,47.0,19.0,0.0,100660.89,22.86,0,120,
44.4,47.0,19.0,0.0,100661.54,22.86,0,4,
44.8,47.0,19.0,0.0,100662.8,22.87,0,114,
45.3,47.0,19.0,0.0,100663.1,22.87,0,112,
45.7,47.0,19.0,0.0,100663.1,22.87,0,116,
46.2,47.0,19.0,0.0,100665.67,22.87,0,7,
46.6,47.0,19.0,0.0,100666.69,22.87,0,6,
47.0,47.0,19.0,0.0,100661.82,22.87,0,64,
47.5,47.0,19.0,0.0,100661.82,22.87,0,5,
47.9,47.0,19.0,0.0,100662.46,22.87,0,127,
48.3,47.0,19.0,0.0,100665.56,22.88,0,113,
48.8,47.0,19.0,0.0,100661.65,22.88,0,119,
49.2,47.0,19.0,0.0,100661.65,22.88,0,128,
49.7,47.0,19.0,0.0,100662.85,22.88,0,112,
50.1,47.0,19.0,0.0,100661.5,22.8,0,114,
50.5,47.0,19.0,0.0,100662.47,22.8,0,198,
51.0,47.0,19.0,0.0,100662.47,22.8,0,114,
51.4,47.0,19.0,0.0,100663.85,22.8,0,198,
51.9,47.0,19.0,0.0,100664.28,22.92,0,131,
52.3,47.0,19.0,0.0,100662.60,22.90,0,7,
52.7,47.0,19.0,0.0,100664.99,22.92,0,17,
53.2,47.0,19.0,0.0,100664.99,22.92,0,15,
53.6,47.0,19.0,0.0,100663.69,22.92,0,130,
54.1,47.0,19.0,0.0,100667.59,22.93,0,14,
54.5,47.0,19.0,0.0,100665.59,22.93,0,16,
54.9,47.0,19.0,0.0,100665.59,22.93,0,0,
55.4,47.0,19.0,0.0,100659.95,22.94,0,131,
55.8,47.0,19.0,0.0,100661.14,22.93,0,4,
56.3,47.0,19.0,0.0,100662.3,22.94,0,73,
56.7,47.0,19.0,0.0,100662.3,22.94,0,65,
57.1,47.0,19.0,0.0,100664.7,22.94,0,4,
57.6,47.0,19.0,0.0,100660.99,22.95,0,5,
58.0,47.0,19.0,0.0,100672.64,22.94,0,202,
58.5,47.0,19.0,0.0,100672.34,22.95,0,116,
21555,47.9,19.0,0.0,100672.34,22.95,0,120,
59.4,47.0,19.0,0.0,820304890294.95,0,17,
59.8,47.0,19.0,0.0,100665.~,22.3482307,
60.2,47.0,19.0,0.0,100668.93,22.96,0,4,
60.7,47.0,19.0,0.0,100668.93,22.96,0,1,
61.1,47.0,19.0,0.0,100662.6,22.96,0,65,
61.5,47.0,19.0,0.0,100668.12,22.97,0,201,
62.0,47.0,19.0,0.0,100667.2,22.97,0,1,
34.2,47.126,0.0,100667.2,22.97,0,73,
62.9,47.0,19.0,0.0,100665.19,22.98,0,121,
63.3,47.0,19.0,0.0,100665.63,22.98,0,117,
64.6,47.0,19.0,0.0,100665.7,23.0,0,129,
65.0,47.0,19.0,0.0,100662.78,23.1,0,198,
65.5,47.0,19.0,0.0,100665.83,52697,3,25286,
65.9,47.0,19.0,0.0,100665.54,23.1,0,5,
66.4,47.0,19.0,0.0,100665.54,23.1,0,112,
66.8,47.0,19.0,0.0,100663.59,23.1,0,17,
67.3,47.0,19.0,0.0,100659.1,23.2,0,200,
67.7,47.0,19.0,0.0,100658.82,23.2,0,16,
68.2,47.0,19.0,0.0,100658.82,23.2,0,8,
