0,0.03,53.70,#,#,#,#,#,#,#,-1207.51,0.14,25.47,25.71,-9.11,2.17,2.46,-0.07,0.03,-0.01,25.14,0,1000.00,*1E
1,1.89,53.70,#,#,#,#,#,#,#,183.29,0.32,25.45,25.57,-9.12,2.17,2.46,-0.07,0.03,-0.01,25.19,0,1000.00,*57
2,2.48,53.70,#,#,#,#,#,#,#,183.37,0.31,25.45,25.47,-9.10,2.14,2.42,-0.07,0.03,-0.01,25.24,0,1000.00,*DE
3,3.06,53.70,#,#,#,#,#,#,#,183.23,0.32,25.43,25.36,-9.05,2.17,2.51,-0.07,0.03,-0.01,25.24,0,1000.00,*3F
4,3.64,53.70,#,#,#,#,#,#,#,183.04,0.31,25.43,25.26,-9.08,2.17,2.42,-0.07,0.03,-0.01,25.33,0,1000.00,*2D
5,4.23,53.70,#,#,#,#,#,#,#,182.82,0.31,25.42,25.16,-9.11,2.14,2.46,-0.06,0.03,-0.01,25.28,0,1000.00,*FB
6,4.81,53.70,#,#,#,#,#,#,#,183.10,0.32,25.41,25.07,-9.03,2.15,2.51,-0.06,0.03,-0.01,25.28,0,1000.00,*F8
7,5.39,54.40,#,#,#,#,#,#,#,183.20,0.32,25.41,24.98,-9.07,2.17,2.50,-0.07,0.03,-0.02,25.42,0,1000.00,*BA
8,5.97,53.70,#,#,#,#,#,#,#,183.05,0.31,25.40,24.90,-9.12,2.17,2.41,-0.07,0.03,-0.01,25.24,0,1000.00,*80
9,6.56,53.70,#,#,#,#,#,#,#,183.03,0.31,25.39,24.81,-9.03,2.17,2.42,-0.07,0.03,-0.02,25.19,0,1000.00,*6A
10,7.14,53.70,#,#,#,#,#,#,#,183.26,0.31,25.38,24.73,-9.05,2.17,2.48,-0.07,0.03,-0.02,25.24,0,1000.00,*6E
11,7.72,53.70,#,#,#,#,#,#,#,183.20,0.32,25.37,24.66,-9.08,2.16,2.39,-0.07,0.03,-0.01,25.24,0,1000.00,*77
12,8.30,53.70,#,#,#,#,#,#,#,183.13,0.32,25.36,24.60,-9.06,2.21,2.46,-0.07,0.03,-0.01,25.28,0,1000.00,*E8
13,8.89,53.70,#,#,#,#,#,#,#,183.14,0.31,25.35,24.52,-9.02,2.22,2.40,-0.07,0.03,-0.01,25.28,0,1000.00,*42
14,9.47,53.70,#,#,#,#,#,#,#,183.28,0.31,25.35,24.45,-9.03,2.25,2.42,-0.07,0.03,-0.01,25.38,0,1000.00,*F2
15,10.05,53.70,#,#,#,#,#,#,#,182.97,0.31,25.34,24.40,-9.04,2.19,2.40,-0.07,0.03,-0.02,25.19,0,1000.00,*8A
16,10.64,53.70,#,#,#,#,#,#,#,183.13,0.31,25.33,24.34,-9.05,2.23,2.42,-0.07,0.03,-0.01,25.28,0,1000.00,*A4
17,11.22,53.70,#,#,#,#,#,#,#,183.15,0.32,25.32,24.27,-9.09,2.28,2.40,-0.07,0.03,-0.02,25.19,0,1000.00,*A3
18,11.80,53.70,#,#,#,#,#,#,#,183.29,0.31,25.31,24.22,-7.13,2.30,10.06,-0.39,0.26,-0.36,25.33,0,1000.00,*FF
19,12.38,53.70,#,#,#,#,#,#,#,183.15,0.32,25.30,24.19,-10.00,-5.04,-1.90,2.15,2.45,-1.95,25.24,0,1000.00,*EC
20,12.97,53.70,#,#,#,#,#,#,#,184.01,0.32,25.29,24.16,0.47,-10.08,0.19,0.54,1.96,-0.25,25.33,0,1000.00,*BC
21,13.55,54.40,#,#,#,#,#,#,#,184.29,0.32,25.29,24.18,-0.78,-6.97,3.12,-0.40,0.62,-0.83,25.19,0,1000.00,*C3
22,14.13,53.70,#,#,#,#,#,#,#,184.51,0.32,25.29,24.24,-1.68,-4.53,4.62,0.10,0.48,-0.20,25.24,0,1000.00,*93
23,14.72,53.70,#,#,#,#,#,#,#,183.86,0.32,25.30,24.33,1.58,-7.62,3.56,-1.41,0.46,-0.38,25.24,0,1000.00,*3D
24,15.30,53.70,#,#,#,#,#,#,#,184.16,0.32,25.29,24.42,1.83,-9.31,-2.03,-1.65,0.29,-1.07,25.19,0,1000.00,*57
25,15.88,53.70,#,#,#,#,#,#,#,184.24,0.32,25.29,24.53,6.79,-5.91,-2.56,-0.18,0.63,1.10,25.19,0,1000.00,*64
26,16.46,53.70,#,#,#,#,#,#,#,184.49,0.32,25.29,24.67,-3.86,-9.02,1.41,2.19,-2.73,3.01,25.24,0,1000.00,*9A
27,17.05,53.70,#,#,#,#,#,#,#,184.05,0.31,25.29,24.80,-1.20,-4.08,11.94,1.23,-1.40,-0.08,25.14,0,1000.00,*9C
28,17.63,53.70,#,#,#,#,#,#,#,183.99,0.32,25.27,24.84,1.83,-3.22,12.05,0.39,0.08,0.45,25.19,0,1000.00,*46
29,18.22,53.70,#,#,#,#,#,#,#,183.99,0.31,25.27,24.89,3.09,2.11,13.09,-0.32,-1.17,-1.33,25.19,0,1000.00,*74
30,18.80,54.40,#,#,#,#,#,#,#,183.89,0.32,25.26,24.91,4.70,-0.58,11.02,0.34,1.13,-1.72,25.19,0,1000.00,*D1
31,19.38,53.70,#,#,#,#,#,#,#,183.88,0.32,25.25,24.97,5.50,-0.82,7.86,-0.66,1.43,-1.97,25.19,0,1000.00,*C1
32,19.96,53.70,#,#,#,#,#,#,#,184.04,0.32,25.26,25.07,5.49,-1.17,7.24,-1.98,0.80,-2.01,25.19,0,1000.00,*DA
33,20.55,54.40,#,#,#,#,#,#,#,184.20,0.32,25.25,25.18,4.76,-0.07,6.69,-1.82,-0.08,-3.03,25.14,0,1000.00,*8C
34,21.13,53.70,#,#,#,#,#,#,#,183.93,0.32,25.26,25.28,6.57,-1.66,9.07,-2.76,0.32,-2.69,25.19,0,1000.00,*DA
35,21.71,54.40,#,#,#,#,#,#,#,184.22,0.32,25.25,25.40,5.66,0.17,8.31,-2.99,-0.64,-3.68,25.24,0,1000.00,*FD
36,22.29,53.70,#,#,#,#,#,#,#,184.20,0.32,25.25,25.49,4.73,-0.23,9.82,-2.86,-0.99,-4.37,25.19,0,1000.00,*5A
37,22.89,54.40,#,#,#,#,#,#,#,184.34,0.31,25.25,25.57,5.04,-1.08,9.55,-3.03,0.21,-4.37,25.19,0,1000.00,*27
38,23.47,53.70,#,#,#,#,#,#,#,184.46,0.32,25.25,25.63,4.64,-1.52,8.33,-3.83,0.56,-4.37,25.24,0,1000.00,*E8
39,24.05,53.70,#,#,#,#,#,#,#,184.61,0.32,25.24,25.67,5.36,0.33,9.23,-3.89,0.03,-4.37,25.28,0,1000.00,*A5
40,24.63,54.40,#,#,#,#,#,#,#,184.61,0.32,25.24,25.73,4.70,-0.87,10.47,-4.37,-0.22,-4.37,25.19,0,1000.00,*FA
41,25.22,54.40,#,#,#,#,#,#,#,184.58,0.32,25.24,25.81,5.19,-4.40,12.55,-4.23,-0.84,-4.37,25.09,0,1000.00,*AF
42,25.81,53.70,#,#,#,#,#,#,#,184.56,0.31,25.24,25.87,6.63,-0.90,11.31,-4.34,-0.62,-4.37,25.19,0,1000.00,*68
43,26.39,53.70,#,#,#,#,#,#,#,184.35,0.32,25.24,25.94,3.59,-1.12,6.35,-4.37,0.77,-4.37,25.19,0,1000.00,*EB
44,26.97,53.70,#,#,#,#,#,#,#,184.51,0.32,25.24,26.02,1.98,0.33,6.60,-4.37,-0.66,-4.37,25.19,0,1000.00,*77
45,27.55,54.40,#,#,#,#,#,#,#,184.63,0.32,25.23,26.10,4.22,-0.94,7.78,-4.37,1.31,-4.37,25.19,0,1000.00,*5F
46,28.13,54.40,#,#,#,#,#,#,#,184.63,0.32,25.23,26.19,4.26,-1.69,10.39,-4.37,0.51,-4.37,25.14,0,1000.00,*A7
47,28.72,53.70,#,#,#,#,#,#,#,184.53,0.31,25.24,26.29,4.40,-1.62,9.69,-4.37,0.20,-4.37,25.24,0,1000.00,*BA
48,29.30,53.70,#,#,#,#,#,#,#,184.39,0.32,25.24,26.37,4.33,-1.36,9.81,-4.37,-0.28,-4.37,25.14,0,1000.00,*74
49,29.88,53.70,#,#,#,#,#,#,#,184.41,0.32,25.23,26.42,2.28,-2.67,11.28,-4.37,1.31,-4.37,25.09,0,1000.00,*C3
50,30.47,53.70,#,#,#,#,#,#,#,184.67,0.32,25.23,26.37,5.20,0.22,8.57,-1.69,0.02,-2.92,25.05,0,1000.00,*2E
51,31.05,53.70,#,#,#,#,#,#,#,184.58,0.32,25.22,26.46,5.39,-0.12,8.93,-0.84,0.06,-1.01,25.19,0,1000.00,*D1
52,31.63,53.70,#,#,#,#,#,#,#,184.56,0.32,25.23,26.45,5.50,-0.17,8.99,0.38,-0.12,0.31,25.05,0,1000.00,*73
53,32.22,53.70,#,#,#,#,#,#,#,184.46,0.32,25.23,26.40,4.53,-0.04,9.38,-0.50,0.66,1.02,25.14,0,1000.00,*77
54,32.80,54.40,#,#,#,#,#,#,#,184.88,0.32,25.23,26.38,3.12,3.62,10.34,-0.67,0.13,-1.11,25.00,0,1000.00,*4F
55,33.38,54.40,#,#,#,#,#,#,#,184.82,0.32,25.23,26.41,2.42,3.39,8.58,0.95,-0.87,0.33,25.14,0,1000.00,*E3
56,33.96,53.70,#,#,#,#,#,#,#,185.23,0.32,25.22,26.44,4.32,4.17,10.23,0.20,0.20,0.04,25.14,0,1000.00,*72
57,34.55,53.70,#,#,#,#,#,#,#,185.06,0.32,25.22,26.42,2.65,4.18,7.94,-0.31,-0.29,-0.18,25.05,0,1000.00,*C1
58,35.13,53.70,#,#,#,#,#,#,#,185.11,0.32,25.22,26.40,3.62,3.77,8.72,-0.36,0.20,-0.04,25.14,0,1000.00,*BF
59,35.71,54.40,#,#,#,#,#,#,#,185.04,0.32,25.21,26.35,2.75,3.48,8.70,-0.06,-0.03,-0.39,25.14,0,1000.00,*6D
60,36.29,54.40,#,#,#,#,#,#,#,185.00,0.32,25.21,26.30,2.07,3.75,9.56,-0.10,0.16,-0.13,25.14,0,1000.00,*5E
61,36.88,53.70,#,#,#,#,#,#,#,184.86,0.31,25.22,26.24,1.61,3.64,9.61,-0.03,0.05,-0.02,25.14,0,1000.00,*D7
62,37.46,54.40,#,#,#,#,#,#,#,185.03,0.32,25.20,26.18,0.44,4.02,9.27,-0.08,0.42,-0.17,25.14,0,1000.00,*86
63,38.05,53.70,#,#,#,#,#,#,#,184.69,0.32,25.20,26.11,-1.04,5.09,9.05,-0.10,0.20,0.56,25.19,0,1000.00,*BD
